id,path,live
885,./img_data/spoof/885_474535_spoof.jpg,0
885,./img_data/spoof/885_386413_spoof.jpg,0
8098,./img_data/live/8098_535489_live.jpg,1
8098,./img_data/live/8098_559144_live.jpg,1
8098,./img_data/spoof/8098_525762_spoof.jpg,0
8098,./img_data/spoof/8098_539091_spoof.jpg,0
10142,./img_data/live/10142_467082_live.jpg,1
10142,./img_data/spoof/10142_387114_spoof.jpg,0
7279,./img_data/live/7279_080209_live.jpg,1
7279,./img_data/spoof/7279_293262_spoof.jpg,0
5044,./img_data/live/5044_472220_live.jpg,1
5044,./img_data/spoof/5044_436983_spoof.jpg,0
71,./img_data/live/71_393601_live.jpg,1
71,./img_data/spoof/71_473057_spoof.jpg,0
5749,./img_data/live/5749_379667_live.jpg,1
5749,./img_data/live/5749_100925_live.jpg,1
5749,./img_data/live/5749_312917_live.jpg,1
5749,./img_data/spoof/5749_408481_spoof.jpg,0
5749,./img_data/spoof/5749_071694_spoof.jpg,0
5749,./img_data/spoof/5749_363540_spoof.jpg,0
923,./img_data/live/923_292974_live.jpg,1
923,./img_data/live/923_005296_live.jpg,1
923,./img_data/spoof/923_206057_spoof.jpg,0
923,./img_data/spoof/923_244369_spoof.jpg,0
7183,./img_data/live/7183_471800_live.jpg,1
7183,./img_data/spoof/7183_256076_spoof.jpg,0
9025,./img_data/live/9025_518872_live.jpg,1
9025,./img_data/live/9025_526190_live.jpg,1
9025,./img_data/live/9025_531571_live.jpg,1
9025,./img_data/spoof/9025_551530_spoof.jpg,0
9025,./img_data/spoof/9025_555985_spoof.jpg,0
9025,./img_data/spoof/9025_498205_spoof.jpg,0
9210,./img_data/live/9210_285281_live.jpg,1
9210,./img_data/spoof/9210_275663_spoof.jpg,0
4342,./img_data/live/4342_116392_live.jpg,1
4342,./img_data/spoof/4342_140439_spoof.jpg,0
9782,./img_data/live/9782_426725_live.jpg,1
9782,./img_data/spoof/9782_033801_spoof.jpg,0
5604,./img_data/live/5604_426227_live.jpg,1
5604,./img_data/live/5604_354291_live.jpg,1
5604,./img_data/spoof/5604_239381_spoof.jpg,0
5604,./img_data/spoof/5604_393851_spoof.jpg,0
9889,./img_data/live/9889_523346_live.jpg,1
9889,./img_data/spoof/9889_546121_spoof.jpg,0
5628,./img_data/live/5628_381758_live.jpg,1
5628,./img_data/live/5628_104204_live.jpg,1
5628,./img_data/spoof/5628_175090_spoof.jpg,0
5628,./img_data/spoof/5628_262533_spoof.jpg,0
8892,./img_data/live/8892_334924_live.jpg,1
8892,./img_data/spoof/8892_279749_spoof.jpg,0
8907,./img_data/live/8907_199840_live.jpg,1
8907,./img_data/live/8907_295218_live.jpg,1
8907,./img_data/spoof/8907_215945_spoof.jpg,0
8907,./img_data/spoof/8907_358309_spoof.jpg,0
3620,./img_data/live/3620_382285_live.jpg,1
3620,./img_data/live/3620_020482_live.jpg,1
3620,./img_data/live/3620_234725_live.jpg,1
3620,./img_data/spoof/3620_317094_spoof.jpg,0
3620,./img_data/spoof/3620_122677_spoof.jpg,0
3620,./img_data/spoof/3620_173972_spoof.jpg,0
7607,./img_data/live/7607_559490_live.jpg,1
7607,./img_data/spoof/7607_510296_spoof.jpg,0
10127,./img_data/live/10127_123228_live.jpg,1
10127,./img_data/spoof/10127_317370_spoof.jpg,0
6836,./img_data/live/6836_331529_live.jpg,1
6836,./img_data/live/6836_057339_live.jpg,1
6836,./img_data/spoof/6836_270054_spoof.jpg,0
6836,./img_data/spoof/6836_251211_spoof.jpg,0
7774,./img_data/live/7774_221638_live.jpg,1
7774,./img_data/spoof/7774_466528_spoof.jpg,0
2213,./img_data/live/2213_204098_live.jpg,1
2213,./img_data/spoof/2213_332770_spoof.jpg,0
4192,./img_data/live/4192_115045_live.jpg,1
4192,./img_data/spoof/4192_428182_spoof.jpg,0
1073,./img_data/live/1073_281219_live.jpg,1
1073,./img_data/spoof/1073_291586_spoof.jpg,0
3899,./img_data/live/3899_012125_live.jpg,1
3899,./img_data/spoof/3899_244663_spoof.jpg,0
8931,./img_data/live/8931_526838_live.jpg,1
8931,./img_data/spoof/8931_550680_spoof.jpg,0
5061,./img_data/live/5061_499742_live.jpg,1
5061,./img_data/live/5061_545369_live.jpg,1
5061,./img_data/spoof/5061_498533_spoof.jpg,0
5061,./img_data/spoof/5061_538632_spoof.jpg,0
26,./img_data/live/26_085389_live.jpg,1
26,./img_data/live/26_254564_live.jpg,1
26,./img_data/spoof/26_350929_spoof.jpg,0
26,./img_data/spoof/26_109168_spoof.jpg,0
6871,./img_data/live/6871_288037_live.jpg,1
6871,./img_data/spoof/6871_352680_spoof.jpg,0
7623,./img_data/live/7623_400421_live.jpg,1
7623,./img_data/spoof/7623_332247_spoof.jpg,0
7568,./img_data/live/7568_530132_live.jpg,1
7568,./img_data/live/7568_530763_live.jpg,1
7568,./img_data/spoof/7568_506595_spoof.jpg,0
7568,./img_data/spoof/7568_517537_spoof.jpg,0
9896,./img_data/live/9896_168642_live.jpg,1
9896,./img_data/live/9896_371313_live.jpg,1
9896,./img_data/spoof/9896_036505_spoof.jpg,0
9896,./img_data/spoof/9896_156706_spoof.jpg,0
8760,./img_data/live/8760_523260_live.jpg,1
8760,./img_data/spoof/8760_501898_spoof.jpg,0
4981,./img_data/live/4981_449407_live.jpg,1
4981,./img_data/spoof/4981_062965_spoof.jpg,0
5332,./img_data/live/5332_534586_live.jpg,1
5332,./img_data/spoof/5332_501723_spoof.jpg,0
3796,./img_data/live/3796_011382_live.jpg,1
3796,./img_data/spoof/3796_138807_spoof.jpg,0
8958,./img_data/live/8958_347138_live.jpg,1
8958,./img_data/spoof/8958_437871_spoof.jpg,0
895,./img_data/live/895_285971_live.jpg,1
895,./img_data/live/895_399234_live.jpg,1
895,./img_data/spoof/895_214307_spoof.jpg,0
895,./img_data/spoof/895_120016_spoof.jpg,0
7320,./img_data/live/7320_469548_live.jpg,1
7320,./img_data/spoof/7320_138167_spoof.jpg,0
424,./img_data/live/424_378289_live.jpg,1
424,./img_data/live/424_152539_live.jpg,1
424,./img_data/spoof/424_219200_spoof.jpg,0
424,./img_data/spoof/424_219042_spoof.jpg,0
8780,./img_data/live/8780_463739_live.jpg,1
8780,./img_data/spoof/8780_138509_spoof.jpg,0
8624,./img_data/live/8624_511679_live.jpg,1
8624,./img_data/live/8624_541482_live.jpg,1
8624,./img_data/spoof/8624_509079_spoof.jpg,0
8624,./img_data/spoof/8624_535154_spoof.jpg,0
1646,./img_data/live/1646_366016_live.jpg,1
1646,./img_data/spoof/1646_200181_spoof.jpg,0
3865,./img_data/live/3865_235581_live.jpg,1
3865,./img_data/live/3865_089994_live.jpg,1
3865,./img_data/spoof/3865_362714_spoof.jpg,0
3865,./img_data/spoof/3865_119135_spoof.jpg,0
4367,./img_data/live/4367_299835_live.jpg,1
4367,./img_data/spoof/4367_025542_spoof.jpg,0
3050,./img_data/live/3050_284365_live.jpg,1
3050,./img_data/live/3050_436055_live.jpg,1
3050,./img_data/spoof/3050_196071_spoof.jpg,0
3050,./img_data/spoof/3050_019336_spoof.jpg,0
7565,./img_data/live/7565_052361_live.jpg,1
7565,./img_data/live/7565_088264_live.jpg,1
7565,./img_data/spoof/7565_286706_spoof.jpg,0
7565,./img_data/spoof/7565_351540_spoof.jpg,0
654,./img_data/live/654_172761_live.jpg,1
654,./img_data/spoof/654_373650_spoof.jpg,0
7262,./img_data/live/7262_042028_live.jpg,1
7262,./img_data/spoof/7262_380956_spoof.jpg,0
10049,./img_data/live/10049_015328_live.jpg,1
10049,./img_data/spoof/10049_431855_spoof.jpg,0
6007,./img_data/live/6007_020661_live.jpg,1
6007,./img_data/spoof/6007_136036_spoof.jpg,0
6521,./img_data/live/6521_466151_live.jpg,1
6521,./img_data/live/6521_107831_live.jpg,1
6521,./img_data/spoof/6521_118200_spoof.jpg,0
6521,./img_data/spoof/6521_017683_spoof.jpg,0
9329,./img_data/live/9329_156758_live.jpg,1
9329,./img_data/spoof/9329_096969_spoof.jpg,0
6343,./img_data/live/6343_231733_live.jpg,1
6343,./img_data/spoof/6343_397332_spoof.jpg,0
8631,./img_data/live/8631_119857_live.jpg,1
8631,./img_data/spoof/8631_314046_spoof.jpg,0
3100,./img_data/live/3100_412047_live.jpg,1
3100,./img_data/spoof/3100_148365_spoof.jpg,0
5157,./img_data/live/5157_154373_live.jpg,1
5157,./img_data/live/5157_320466_live.jpg,1
5157,./img_data/spoof/5157_083129_spoof.jpg,0
5157,./img_data/spoof/5157_386599_spoof.jpg,0
3095,./img_data/live/3095_174229_live.jpg,1
3095,./img_data/spoof/3095_333425_spoof.jpg,0
6632,./img_data/live/6632_559945_live.jpg,1
6632,./img_data/spoof/6632_500616_spoof.jpg,0
5684,./img_data/live/5684_105425_live.jpg,1
5684,./img_data/spoof/5684_217931_spoof.jpg,0
3791,./img_data/live/3791_201167_live.jpg,1
3791,./img_data/spoof/3791_144016_spoof.jpg,0
9970,./img_data/live/9970_220098_live.jpg,1
9970,./img_data/spoof/9970_327903_spoof.jpg,0
8583,./img_data/live/8583_050147_live.jpg,1
8583,./img_data/spoof/8583_439729_spoof.jpg,0
5880,./img_data/live/5880_079484_live.jpg,1
5880,./img_data/spoof/5880_358217_spoof.jpg,0
4594,./img_data/live/4594_003216_live.jpg,1
4594,./img_data/spoof/4594_277882_spoof.jpg,0
5159,./img_data/live/5159_505941_live.jpg,1
5159,./img_data/live/5159_524146_live.jpg,1
5159,./img_data/spoof/5159_508239_spoof.jpg,0
5159,./img_data/spoof/5159_533927_spoof.jpg,0
4081,./img_data/live/4081_415976_live.jpg,1
4081,./img_data/spoof/4081_369033_spoof.jpg,0
2580,./img_data/live/2580_470866_live.jpg,1
2580,./img_data/spoof/2580_257916_spoof.jpg,0
2687,./img_data/live/2687_385727_live.jpg,1
2687,./img_data/spoof/2687_113769_spoof.jpg,0
6218,./img_data/live/6218_111430_live.jpg,1
6218,./img_data/live/6218_429677_live.jpg,1
6218,./img_data/live/6218_437378_live.jpg,1
6218,./img_data/spoof/6218_339623_spoof.jpg,0
6218,./img_data/spoof/6218_421495_spoof.jpg,0
6218,./img_data/spoof/6218_123691_spoof.jpg,0
7854,./img_data/live/7854_505212_live.jpg,1
7854,./img_data/spoof/7854_542949_spoof.jpg,0
4168,./img_data/live/4168_132576_live.jpg,1
4168,./img_data/spoof/4168_329949_spoof.jpg,0
2064,./img_data/live/2064_429452_live.jpg,1
2064,./img_data/spoof/2064_460109_spoof.jpg,0
5148,./img_data/live/5148_498467_live.jpg,1
5148,./img_data/live/5148_498344_live.jpg,1
5148,./img_data/live/5148_545805_live.jpg,1
5148,./img_data/spoof/5148_509051_spoof.jpg,0
5148,./img_data/spoof/5148_552850_spoof.jpg,0
5148,./img_data/spoof/5148_544169_spoof.jpg,0
4387,./img_data/live/4387_281520_live.jpg,1
4387,./img_data/spoof/4387_190136_spoof.jpg,0
7894,./img_data/live/7894_530510_live.jpg,1
7894,./img_data/live/7894_548393_live.jpg,1
7894,./img_data/spoof/7894_557352_spoof.jpg,0
7894,./img_data/spoof/7894_525172_spoof.jpg,0
5513,./img_data/live/5513_295945_live.jpg,1
5513,./img_data/spoof/5513_124689_spoof.jpg,0
142,./img_data/live/142_174945_live.jpg,1
142,./img_data/spoof/142_382423_spoof.jpg,0
5006,./img_data/live/5006_309843_live.jpg,1
5006,./img_data/spoof/5006_382729_spoof.jpg,0
1581,./img_data/live/1581_224797_live.jpg,1
1581,./img_data/live/1581_455176_live.jpg,1
1581,./img_data/spoof/1581_325660_spoof.jpg,0
1581,./img_data/spoof/1581_349383_spoof.jpg,0
5284,./img_data/live/5284_504619_live.jpg,1
5284,./img_data/spoof/5284_557693_spoof.jpg,0
5587,./img_data/live/5587_332872_live.jpg,1
5587,./img_data/spoof/5587_381953_spoof.jpg,0
4197,./img_data/live/4197_168055_live.jpg,1
4197,./img_data/live/4197_415904_live.jpg,1
4197,./img_data/live/4197_237379_live.jpg,1
4197,./img_data/live/4197_399784_live.jpg,1
4197,./img_data/spoof/4197_317701_spoof.jpg,0
4197,./img_data/spoof/4197_223826_spoof.jpg,0
4197,./img_data/spoof/4197_210564_spoof.jpg,0
4197,./img_data/spoof/4197_300734_spoof.jpg,0
4916,./img_data/live/4916_211045_live.jpg,1
4916,./img_data/spoof/4916_031261_spoof.jpg,0
5664,./img_data/live/5664_056005_live.jpg,1
5664,./img_data/live/5664_025425_live.jpg,1
5664,./img_data/spoof/5664_235035_spoof.jpg,0
5664,./img_data/spoof/5664_168288_spoof.jpg,0
8963,./img_data/live/8963_498394_live.jpg,1
8963,./img_data/spoof/8963_520330_spoof.jpg,0
7723,./img_data/live/7723_026429_live.jpg,1
7723,./img_data/spoof/7723_308421_spoof.jpg,0
5427,./img_data/live/5427_302218_live.jpg,1
5427,./img_data/spoof/5427_256081_spoof.jpg,0
1726,./img_data/live/1726_046044_live.jpg,1
1726,./img_data/spoof/1726_359567_spoof.jpg,0
5925,./img_data/live/5925_122350_live.jpg,1
5925,./img_data/spoof/5925_195485_spoof.jpg,0
1502,./img_data/live/1502_335777_live.jpg,1
1502,./img_data/spoof/1502_469904_spoof.jpg,0
5911,./img_data/live/5911_191847_live.jpg,1
5911,./img_data/spoof/5911_053006_spoof.jpg,0
7800,./img_data/live/7800_093249_live.jpg,1
7800,./img_data/spoof/7800_386382_spoof.jpg,0
4918,./img_data/live/4918_306123_live.jpg,1
4918,./img_data/spoof/4918_298035_spoof.jpg,0
5705,./img_data/live/5705_287845_live.jpg,1
5705,./img_data/spoof/5705_031786_spoof.jpg,0
9701,./img_data/live/9701_210648_live.jpg,1
9701,./img_data/live/9701_248101_live.jpg,1
9701,./img_data/spoof/9701_073358_spoof.jpg,0
9701,./img_data/spoof/9701_106991_spoof.jpg,0
2889,./img_data/live/2889_099504_live.jpg,1
2889,./img_data/live/2889_457648_live.jpg,1
2889,./img_data/spoof/2889_328841_spoof.jpg,0
2889,./img_data/spoof/2889_154070_spoof.jpg,0
7959,./img_data/live/7959_144424_live.jpg,1
7959,./img_data/spoof/7959_411820_spoof.jpg,0
2777,./img_data/live/2777_389037_live.jpg,1
2777,./img_data/live/2777_452108_live.jpg,1
2777,./img_data/spoof/2777_275636_spoof.jpg,0
2777,./img_data/spoof/2777_489532_spoof.jpg,0
2718,./img_data/live/2718_248935_live.jpg,1
2718,./img_data/spoof/2718_193431_spoof.jpg,0
78,./img_data/live/78_442192_live.jpg,1
78,./img_data/spoof/78_471329_spoof.jpg,0
6336,./img_data/live/6336_504528_live.jpg,1
6336,./img_data/spoof/6336_513821_spoof.jpg,0
7329,./img_data/live/7329_235582_live.jpg,1
7329,./img_data/spoof/7329_272010_spoof.jpg,0
4610,./img_data/live/4610_053928_live.jpg,1
4610,./img_data/spoof/4610_087502_spoof.jpg,0
3188,./img_data/live/3188_387233_live.jpg,1
3188,./img_data/spoof/3188_197364_spoof.jpg,0
4811,./img_data/live/4811_079396_live.jpg,1
4811,./img_data/spoof/4811_198123_spoof.jpg,0
7228,./img_data/live/7228_266491_live.jpg,1
7228,./img_data/live/7228_462626_live.jpg,1
7228,./img_data/live/7228_190820_live.jpg,1
7228,./img_data/live/7228_118244_live.jpg,1
7228,./img_data/live/7228_142680_live.jpg,1
7228,./img_data/spoof/7228_090920_spoof.jpg,0
7228,./img_data/spoof/7228_168564_spoof.jpg,0
7228,./img_data/spoof/7228_192018_spoof.jpg,0
7228,./img_data/spoof/7228_286195_spoof.jpg,0
7228,./img_data/spoof/7228_334782_spoof.jpg,0
6892,./img_data/live/6892_149025_live.jpg,1
6892,./img_data/spoof/6892_117582_spoof.jpg,0
7602,./img_data/live/7602_096525_live.jpg,1
7602,./img_data/spoof/7602_106795_spoof.jpg,0
2806,./img_data/live/2806_065063_live.jpg,1
2806,./img_data/spoof/2806_195149_spoof.jpg,0
3411,./img_data/live/3411_470443_live.jpg,1
3411,./img_data/live/3411_461614_live.jpg,1
3411,./img_data/live/3411_352356_live.jpg,1
3411,./img_data/live/3411_064447_live.jpg,1
3411,./img_data/spoof/3411_321535_spoof.jpg,0
3411,./img_data/spoof/3411_351024_spoof.jpg,0
3411,./img_data/spoof/3411_019812_spoof.jpg,0
3411,./img_data/spoof/3411_079958_spoof.jpg,0
3604,./img_data/live/3604_233051_live.jpg,1
3604,./img_data/spoof/3604_446005_spoof.jpg,0
6173,./img_data/live/6173_255887_live.jpg,1
6173,./img_data/spoof/6173_262781_spoof.jpg,0
4514,./img_data/live/4514_307156_live.jpg,1
4514,./img_data/live/4514_181085_live.jpg,1
4514,./img_data/spoof/4514_305018_spoof.jpg,0
4514,./img_data/spoof/4514_341115_spoof.jpg,0
1835,./img_data/live/1835_200476_live.jpg,1
1835,./img_data/live/1835_181926_live.jpg,1
1835,./img_data/spoof/1835_265071_spoof.jpg,0
1835,./img_data/spoof/1835_203985_spoof.jpg,0
477,./img_data/live/477_470068_live.jpg,1
477,./img_data/live/477_012131_live.jpg,1
477,./img_data/spoof/477_174111_spoof.jpg,0
477,./img_data/spoof/477_441504_spoof.jpg,0
8559,./img_data/live/8559_477700_live.jpg,1
8559,./img_data/spoof/8559_015650_spoof.jpg,0
3735,./img_data/live/3735_093539_live.jpg,1
3735,./img_data/live/3735_037524_live.jpg,1
3735,./img_data/spoof/3735_396307_spoof.jpg,0
3735,./img_data/spoof/3735_267136_spoof.jpg,0
8853,./img_data/live/8853_533047_live.jpg,1
8853,./img_data/spoof/8853_529712_spoof.jpg,0
7002,./img_data/live/7002_541077_live.jpg,1
7002,./img_data/live/7002_517577_live.jpg,1
7002,./img_data/live/7002_497864_live.jpg,1
7002,./img_data/spoof/7002_533435_spoof.jpg,0
7002,./img_data/spoof/7002_506816_spoof.jpg,0
7002,./img_data/spoof/7002_536699_spoof.jpg,0
10046,./img_data/live/10046_290093_live.jpg,1
10046,./img_data/spoof/10046_314493_spoof.jpg,0
3284,./img_data/live/3284_323072_live.jpg,1
3284,./img_data/spoof/3284_019589_spoof.jpg,0
5131,./img_data/live/5131_262908_live.jpg,1
5131,./img_data/live/5131_004180_live.jpg,1
5131,./img_data/spoof/5131_119112_spoof.jpg,0
5131,./img_data/spoof/5131_129661_spoof.jpg,0
7927,./img_data/live/7927_491510_live.jpg,1
7927,./img_data/spoof/7927_380948_spoof.jpg,0
7669,./img_data/live/7669_556620_live.jpg,1
7669,./img_data/spoof/7669_519855_spoof.jpg,0
2532,./img_data/live/2532_265826_live.jpg,1
2532,./img_data/spoof/2532_335550_spoof.jpg,0
6199,./img_data/live/6199_198990_live.jpg,1
6199,./img_data/live/6199_078309_live.jpg,1
6199,./img_data/spoof/6199_168495_spoof.jpg,0
6199,./img_data/spoof/6199_462108_spoof.jpg,0
3027,./img_data/live/3027_129121_live.jpg,1
3027,./img_data/live/3027_093767_live.jpg,1
3027,./img_data/spoof/3027_472372_spoof.jpg,0
3027,./img_data/spoof/3027_411441_spoof.jpg,0
8194,./img_data/live/8194_327435_live.jpg,1
8194,./img_data/spoof/8194_106892_spoof.jpg,0
4556,./img_data/live/4556_200810_live.jpg,1
4556,./img_data/spoof/4556_165642_spoof.jpg,0
8840,./img_data/live/8840_356790_live.jpg,1
8840,./img_data/spoof/8840_374321_spoof.jpg,0
1568,./img_data/live/1568_198536_live.jpg,1
1568,./img_data/spoof/1568_466217_spoof.jpg,0
6280,./img_data/live/6280_076971_live.jpg,1
6280,./img_data/spoof/6280_122700_spoof.jpg,0
3268,./img_data/live/3268_364788_live.jpg,1
3268,./img_data/spoof/3268_466377_spoof.jpg,0
7594,./img_data/live/7594_429214_live.jpg,1
7594,./img_data/spoof/7594_006794_spoof.jpg,0
2897,./img_data/live/2897_234058_live.jpg,1
2897,./img_data/live/2897_238924_live.jpg,1
2897,./img_data/spoof/2897_247695_spoof.jpg,0
2897,./img_data/spoof/2897_404578_spoof.jpg,0
952,./img_data/live/952_491530_live.jpg,1
952,./img_data/spoof/952_126636_spoof.jpg,0
3817,./img_data/live/3817_127208_live.jpg,1
3817,./img_data/live/3817_127949_live.jpg,1
3817,./img_data/live/3817_480123_live.jpg,1
3817,./img_data/spoof/3817_119660_spoof.jpg,0
3817,./img_data/spoof/3817_456091_spoof.jpg,0
3817,./img_data/spoof/3817_126069_spoof.jpg,0
4908,./img_data/live/4908_139567_live.jpg,1
4908,./img_data/spoof/4908_215581_spoof.jpg,0
6724,./img_data/live/6724_415504_live.jpg,1
6724,./img_data/spoof/6724_330902_spoof.jpg,0
3678,./img_data/live/3678_451410_live.jpg,1
3678,./img_data/live/3678_374706_live.jpg,1
3678,./img_data/spoof/3678_427231_spoof.jpg,0
3678,./img_data/spoof/3678_150167_spoof.jpg,0
8978,./img_data/live/8978_515897_live.jpg,1
8978,./img_data/spoof/8978_504036_spoof.jpg,0
9773,./img_data/live/9773_543816_live.jpg,1
9773,./img_data/spoof/9773_542901_spoof.jpg,0
4581,./img_data/live/4581_086058_live.jpg,1
4581,./img_data/spoof/4581_127735_spoof.jpg,0
8663,./img_data/live/8663_037465_live.jpg,1
8663,./img_data/live/8663_374029_live.jpg,1
8663,./img_data/live/8663_399007_live.jpg,1
8663,./img_data/spoof/8663_430396_spoof.jpg,0
8663,./img_data/spoof/8663_111655_spoof.jpg,0
8663,./img_data/spoof/8663_486425_spoof.jpg,0
9053,./img_data/live/9053_560712_live.jpg,1
9053,./img_data/live/9053_538785_live.jpg,1
9053,./img_data/spoof/9053_506618_spoof.jpg,0
9053,./img_data/spoof/9053_536071_spoof.jpg,0
8845,./img_data/live/8845_179946_live.jpg,1
8845,./img_data/live/8845_418186_live.jpg,1
8845,./img_data/live/8845_268801_live.jpg,1
8845,./img_data/spoof/8845_268131_spoof.jpg,0
8845,./img_data/spoof/8845_010143_spoof.jpg,0
8845,./img_data/spoof/8845_107606_spoof.jpg,0
5133,./img_data/live/5133_047375_live.jpg,1
5133,./img_data/live/5133_334594_live.jpg,1
5133,./img_data/live/5133_377547_live.jpg,1
5133,./img_data/live/5133_009880_live.jpg,1
5133,./img_data/spoof/5133_359346_spoof.jpg,0
5133,./img_data/spoof/5133_161137_spoof.jpg,0
5133,./img_data/spoof/5133_148793_spoof.jpg,0
5133,./img_data/spoof/5133_439560_spoof.jpg,0
1374,./img_data/live/1374_280004_live.jpg,1
1374,./img_data/spoof/1374_148633_spoof.jpg,0
4957,./img_data/live/4957_012475_live.jpg,1
4957,./img_data/spoof/4957_202430_spoof.jpg,0
6738,./img_data/live/6738_186547_live.jpg,1
6738,./img_data/spoof/6738_487596_spoof.jpg,0
4750,./img_data/live/4750_059870_live.jpg,1
4750,./img_data/spoof/4750_315516_spoof.jpg,0
7075,./img_data/live/7075_038296_live.jpg,1
7075,./img_data/spoof/7075_343522_spoof.jpg,0
361,./img_data/live/361_282551_live.jpg,1
361,./img_data/spoof/361_034412_spoof.jpg,0
4988,./img_data/live/4988_398171_live.jpg,1
4988,./img_data/spoof/4988_389095_spoof.jpg,0
3842,./img_data/live/3842_182978_live.jpg,1
3842,./img_data/spoof/3842_084183_spoof.jpg,0
956,./img_data/live/956_021824_live.jpg,1
956,./img_data/live/956_196402_live.jpg,1
956,./img_data/spoof/956_150289_spoof.jpg,0
956,./img_data/spoof/956_303491_spoof.jpg,0
5422,./img_data/live/5422_351371_live.jpg,1
5422,./img_data/spoof/5422_009185_spoof.jpg,0
2370,./img_data/live/2370_388868_live.jpg,1
2370,./img_data/spoof/2370_375930_spoof.jpg,0
9939,./img_data/live/9939_134064_live.jpg,1
9939,./img_data/spoof/9939_100287_spoof.jpg,0
4731,./img_data/live/4731_030309_live.jpg,1
4731,./img_data/spoof/4731_040406_spoof.jpg,0
1741,./img_data/live/1741_164152_live.jpg,1
1741,./img_data/spoof/1741_321860_spoof.jpg,0
8281,./img_data/live/8281_424850_live.jpg,1
8281,./img_data/spoof/8281_121992_spoof.jpg,0
8278,./img_data/live/8278_405968_live.jpg,1
8278,./img_data/live/8278_300658_live.jpg,1
8278,./img_data/live/8278_253476_live.jpg,1
8278,./img_data/spoof/8278_194563_spoof.jpg,0
8278,./img_data/spoof/8278_029265_spoof.jpg,0
8278,./img_data/spoof/8278_464655_spoof.jpg,0
7122,./img_data/live/7122_196634_live.jpg,1
7122,./img_data/spoof/7122_417025_spoof.jpg,0
1535,./img_data/live/1535_460303_live.jpg,1
1535,./img_data/live/1535_313464_live.jpg,1
1535,./img_data/spoof/1535_359823_spoof.jpg,0
1535,./img_data/spoof/1535_085224_spoof.jpg,0
2942,./img_data/live/2942_291889_live.jpg,1
2942,./img_data/spoof/2942_452880_spoof.jpg,0
8715,./img_data/live/8715_555189_live.jpg,1
8715,./img_data/spoof/8715_536963_spoof.jpg,0
8797,./img_data/live/8797_305310_live.jpg,1
